CaseStudyID	UKPRN
20049	10007795
20050	10007795
20051	10007774
20052	10007774
20053	10007156
20054	10007156
20066	10007784
20079	10004048
20080	10004048
20081	10007165
20082	10007774
20083	10007788
20084	10007788
20085	10007774
20086	10007794
20087	10007788
20088	10007774
20089	10007788
20145	10007788
20176	10007774
20177	10003957
20178	10007774
20180	10007788
20200	10007774
20225	10007165
20248	10007774
20286	10007774
20291	10007774
20293	10007774
20302	10007774
20314	10007794
20329	10007774
20416	10007774
20433	10007776
20434	10007776
20435	10007776
20445	10007776
20446	10007774
20448	10007776
20458	10001726
20459	10007776
20460	10001726
20461	10007776
20465	10007776
20466	10007776
20467	10007776
20468	10007776
20469	10007776
20470	10007776
20471	10007776
20484	10007776
20488	10007776
20493	10007776
20501	10007776
20509	10007776
20514	10007165
20515	10007156
20516	10007776
20525	10007776
20532	10007776
20537	10007776
20542	10007776
20672	10007165
20693	10007156
20694	10000961
20695	10007851
20702	10001726
20839	10007794
20910	10007794
20911	10007794
20912	10007837
20913	10007837
20915	10000961
20916	10007794
20917	10004113
20918	10004113
20930	10007794
20943	10004113
20944	10004113
20945	10007794
20947	10004113
20948	10004113
20949	10007794
20951	10007784
20952	10007794
20953	10007794
20954	10000961
20955	10003957
21005	10007857
21011	10003957
21012	10007788
21034	10007788
21062	10007848
21063	10007799
21064	10007788
21065	10007788
21066	10007788
21067	10007799
21084	10007799
21107	10007156
21132	10007156
21133	10007851
21134	10007851
21135	10003614
21136	10003614
21137	10003614
21138	10003614
21139	10003614
21140	10003614
21141	10003614
21143	10003614
21144	10003614
21146	10003614
21147	10007848
21148	10007774
21197	10007799
21198	10007794
21199	10007788
21200	10007794
21201	10007788
21202	10007165
21204	10007799
21205	10007156
21206	10007165
21207	10007799
21239	10007156
21271	10007156
21272	10007794
21273	10007799
21274	10007811
21275	10007811
21276	10007848
21277	10007848
21345	10007811
21346	10007811
21348	10007794
21349	10007811
21352	10007799
21353	10007156
21354	10007799
21355	10007799
21446	10007799
21450	10007799
21451	10007799
21452	10007799
21453	10007799
21463	10007150
21466	10007150
21467	10007150
21468	10007799
21469	10007799
21470	10007799
21471	10007842
21472	10007799
21473	10007799
21474	10007799
21475	10007799
21476	10007842
21477	10007760
21477	10007784
21478	10007842
21479	10007842
21480	10007857
21481	10007842
21482	10007842
21483	10007856
21483	10007857
21484	10007842
21485	10007842
21486	10007842
21487	10007842
21488	10007858
21489	10007858
21490	10000291
21692	10007799
21693	10007799
21694	10007799
21695	10007794
21696	10007799
21697	10007799
21698	10007799
21699	10007799
21700	10007799
21701	10007799
21702	10007799
21703	10007799
21704	10007799
21705	10007799
21706	10007799
21707	10007799
21708	10007799
21709	10007799
21710	10007799
21714	10007799
21715	10007799
21716	10007799
21717	10007799
21718	10007799
21719	10007799
21720	10007799
21721	10007799
21722	10007799
21723	10007799
21724	10007799
21725	10007799
21726	10007799
21727	10007799
21728	10007799
21729	10007156
21730	10007799
21731	10007799
21732	10007799
21733	10007799
21734	10007799
21735	10007799
21736	10007799
21737	10007760
21737	10007784
21738	10007760
21738	10007784
21739	10007760
21739	10007784
21740	10007799
21741	10007799
21742	10003861
21743	10007799
21744	10003861
21756	10007156
21764	10007799
21765	10007799
21766	10007799
21767	10007760
21767	10007784
21768	10007784
21769	10007799
21771	10007799
21772	10007799
21773	10007799
21774	10007799
21775	10007799
21776	10007799
21777	10007799
21778	10003861
21779	10003861
21780	10003861
21781	10003861
21782	10007799
21783	10007799
21784	10003861
21785	10007799
21786	10003861
21787	10007799
21789	10007799
21790	10007799
21791	10007799
21792	10007799
21793	10007799
21794	10007794
21795	10007794
21796	10007788
21797	10007799
21798	10007156
21799	10007799
21800	10007794
21801	10007799
21802	10007799
21803	10007794
21809	10007799
21833	10007799
21954	10007799
21955	10007799
21956	10007799
21957	10007799
21958	10007799
21959	10007799
21961	10004797
21962	10006842
21963	10007760
21963	10007784
21964	10004797
21965	10007156
21966	10004797
21967	10007760
21967	10007784
21968	10007784
21969	10007784
22019	10007784
22020	10007784
22021	10007794
22022	10003863
22062	10007794
22086	10007145
22098	10007145
22127	10003863
22133	10007794
22134	10007794
22135	10007799
22136	10007145
22137	10007857
22138	10007145
22140	10003863
22163	10007145
22165	10003863
22177	10007145
22391	10003863
22392	10007767
22394	10007848
22395	10007848
22417	10007788
22418	10007784
22419	10007848
22420	10007848
22421	10007784
22422	10007784
22423	10007784
22424	10000961
22425	10003863
22426	10007767
22446	10007767
22914	10007157
22915	10007157
22916	10007157
22917	10007157
22918	10007157
22919	10007157
22920	10007157
22921	10007157
22922	10007157
22923	10007157
22924	10007157
22925	10007157
22926	10007157
22927	10007157
22928	10007157
22929	10007157
23000	10001726
23009	10005500
23010	10005500
23011	10007767
23076	10001726
23093	10007784
23094	10007784
23095	10007857
23128	10007784
23129	10007767
23130	10007784
23131	10001726
23132	10007157
23133	10007157
23134	10007832
23135	10005500
23136	10005500
23137	10007767
23138	10007832
23139	10007832
23140	10007856
23140	10007857
23141	10007165
23142	10004078
23143	10007784
23144	10007794
23145	10007784
23146	10007784
23147	10007784
23148	10007856
23148	10007857
23149	10007145
23151	10007767
23152	10007145
23153	10007145
23154	10007145
23169	10007145
23184	10007145
23227	10007794
23228	10007788
23229	10007788
23237	10007767
23253	10007799
23269	10007799
23279	10007799
23280	10004797
23287	10007799
23292	10007788
23299	10007799
23304	10007794
23305	10007799
23322	10004797
23323	10007788
23324	10007788
23325	10006842
23326	10007788
23327	10007767
23333	10007788
23334	10006842
23335	10007788
23341	10007788
23342	10007788
23343	10007788
23344	10007773
23345	10007788
23346	10007767
23347	10007788
23348	10007773
23360	10007773
23380	10007773
23391	10007773
23398	10007788
23399	10006842
23400	10007788
23406	10007794
23453	10007156
23454	10007784
23455	10007767
23456	10007794
23457	10007794
23458	10007165
23484	10007767
23530	10007165
23541	10007788
23542	10007857
23548	10007788
23549	10007774
23550	10007800
23551	10007788
23552	10007163
23553	10007163
23554	10007163
23555	10007163
23556	10007163
23568	10007788
23606	10007165
23607	10007788
23609	10007788
23610	10007794
23611	10007788
23612	10007155
23613	10007788
23614	10007165
23615	10007794
23616	10007788
23617	10007165
23622	10007788
23623	10003956
23624	10007788
23625	10007774
23657	10007165
23658	10000961
23659	10007788
23698	10007165
23742	10001726
23745	10001726
23747	10007657
23752	10003957
23802	10003957
23803	10007773
23804	10007773
23805	10007773
23842	10007792
23843	10007792
23844	10007792
23845	10007792
23856	10007790
23857	10007790
23858	10007790
23859	10007790
23860	10007790
23861	10007790
23862	10007790
23863	10007790
23864	10007790
23865	10007790
23866	10007790
23867	10007790
23868	10007790
23869	10007790
23870	10007790
23871	10007790
23872	10007790
23873	10007790
23874	10007790
23875	10007790
23876	10007790
23877	10007790
23878	10007790
23879	10007790
23880	10007790
23881	10007790
23882	10007790
23883	10007790
23884	10007790
23885	10007790
23886	10007790
23887	10007790
23888	10007790
23889	10007790
23890	10007790
23891	10007790
23892	10007790
23893	10007790
23894	10007790
23895	10007790
23896	10007790
23897	10007790
23898	10007790
23899	10007790
23900	10007790
23901	10007790
23902	10007790
23903	10005700
23903	10007790
23904	10005700
23904	10007790
23905	10005700
23905	10007790
23906	10005700
23906	10007790
23907	10005700
23907	10007790
23908	10005700
23908	10007790
23909	10005700
23909	10007790
23910	10005700
23910	10007790
23911	10005700
23911	10007790
23912	10005700
23912	10007790
23913	10005700
23913	10007790
23914	10005700
23914	10007790
23915	10005700
23915	10007790
23916	10005700
23916	10007790
23917	10005700
23917	10007790
23918	10005700
23918	10007790
23919	10005700
23919	10007790
23920	10005700
23920	10007790
23921	10005700
23921	10007790
23922	10007790
23923	10007790
23924	10007790
23925	10007790
23926	10007790
23927	10007790
23928	10007790
23929	10007790
23930	10007790
23931	10007790
23932	10007790
23933	10007764
23933	10007790
23934	10007764
23934	10007790
23935	10007764
23935	10007790
23936	10007764
23936	10007790
23937	10007764
23937	10007790
23938	10007764
23938	10007790
23939	10007764
23939	10007790
23940	10007764
23940	10007790
23941	10007764
23941	10007790
23942	10007764
23942	10007790
23943	10007790
23944	10007790
23945	10007790
23946	10007790
23947	10007790
23948	10007790
23949	10007790
23950	10007790
23951	10007790
23952	10007790
23953	10007764
23953	10007790
23954	10007764
23954	10007790
23955	10007764
23955	10007790
23956	10007764
23956	10007790
23957	10007764
23957	10007790
23958	10007764
23958	10007790
23959	10007764
23959	10007790
23960	10007790
23961	10007790
23962	10007790
23963	10007790
23964	10007790
23965	10007790
23966	10007790
23967	10007790
23968	10007790
23969	10007790
23970	10007790
23971	10007790
23972	10007790
23973	10007790
23974	10007790
23975	10007790
23976	10007790
23977	10007790
23978	10007790
23979	10007790
23980	10007790
23981	10007790
23982	10007790
23983	10007790
23984	10007790
23985	10007790
23986	10007790
23987	10007790
23988	10007790
23989	10007790
23990	10007790
23991	10007790
23992	10007790
23993	10007790
23994	10007790
23995	10007790
23996	10007790
23997	10007790
23998	10007790
23999	10007790
24000	10007790
24001	10007790
24002	10007790
24003	10007790
24004	10007790
24005	10007790
24006	10007790
24007	10007790
24008	10007790
24009	10007790
24010	10007790
24011	10007790
24012	10007790
24013	10007790
24014	10007790
24015	10007790
24016	10007790
24017	10007790
24018	10007790
24019	10007790
24020	10007790
24021	10007790
24022	10007790
24023	10007790
24024	10007790
24025	10007790
24026	10007790
24027	10007790
24028	10007790
24029	10007790
24030	10007790
24031	10007790
24032	10007790
24033	10007790
24034	10007790
24035	10007790
24036	10007790
24037	10007790
24038	10007790
24039	10007790
24040	10007790
24041	10007790
24042	10007790
24043	10007790
24044	10007790
24045	10007790
24406	10007794
24407	10007794
24408	10004078
24409	10007851
24410	10007165
24411	10007794
24412	10007851
24413	10007788
24414	10007794
24506	10007165
24528	10007790
24529	10007790
24530	10003957
24531	10003957
24557	10000961
24558	10007165
24569	10004797
24570	10004797
24571	10007794
24572	10004797
24573	10007165
24673	10007788
24683	10007788
24684	10006022
24685	10006022
24686	10007788
24687	10007788
24688	10007165
24689	10007156
24690	10000291
24691	10007156
24692	10007780
24693	10000291
24694	10007165
24695	10007156
24698	10007165
24699	10007794
24700	10007857
24701	10000291
24702	10007788
24739	10007773
24803	10007773
24841	10001726
24842	10007794
24880	10007857
24882	10007139
24883	10007165
24884	10007139
24885	10001726
24886	10007165
24887	10001726
24888	10001726
24889	10007139
24890	10007165
24896	10007154
24897	10007154
24898	10007154
24899	10007154
24954	10001726
24959	10007773
24967	10007773
24972	10001726
24986	10001726
24999	10007794
25111	10000291
25248	10007148
25249	10007856
25249	10007857
25250	10007857
25251	10007857
25252	10007857
25253	10007857
25254	10007857
25255	10007857
25256	10007857
25451	10007857
25823	10007764
25824	10007764
25825	10007764
25826	10007764
25827	10007764
25828	10007764
25829	10007764
25830	10007764
25832	10007764
25833	10007764
25834	10007764
25835	10007764
25836	10007764
25837	10007764
25838	10007764
25839	10007764
25840	10007764
25841	10007764
25842	10007764
25843	10007764
25850	10007764
25850	10007790
25851	10007764
25851	10007790
25852	10007764
25852	10007790
25853	10007764
25853	10007790
25854	10007764
25854	10007790
25855	10007764
25855	10007790
25856	10007764
25856	10007790
25857	10007764
25857	10007790
25858	10007764
25858	10007790
25860	10007764
25860	10007790
25861	10007764
25861	10007790
25863	10007764
25863	10007790
25864	10007764
25864	10007790
25866	10007764
25866	10007790
25867	10007764
25867	10007790
25868	10007764
25868	10007790
25869	10007764
25869	10007790
26119	10007794
26121	10007794
26122	10007857
26123	10007857
26124	10007857
26126	10007857
26127	10007794
26128	10007148
26129	10007794
26130	10007794
26131	10007794
26132	10007794
26214	10007857
26215	10007857
26216	10007794
26263	10007794
26409	10001726
26410	10007848
26411	10007139
26412	10007767
26451	10007784
26464	10001726
26479	10007784
26519	10007784
26546	10007784
26547	10005500
26547	10007114
26548	10005500
26548	10007114
26549	10007784
26550	10005500
26550	10007114
26551	10005500
26552	10005500
26560	10007767
26562	10007855
26567	10007796
26673	10003957
26674	10007793
26733	10007855
26734	10007799
26735	10007794
26736	10007848
26757	10007799
26758	10007855
26759	10007794
26851	10007794
26871	10007767
27036	10007796
27037	10007794
27038	10003957
27040	10007796
27041	10007793
27042	10001143
27043	10007794
27101	10007806
27106	10007806
27111	10007858
27118	10007154
27119	10007154
27120	10007154
27121	10007154
27122	10007154
27125	10007793
27143	10007806
27158	10003614
27159	10006841
27160	10006841
27161	10007806
27162	10003614
27163	10003614
27164	10007806
27165	10007143
27166	10007143
27167	10007143
27169	10007806
27170	10007806
27171	10007806
27172	10007143
27173	10004063
27174	10007806
27175	10007143
27219	10006841
27246	10006841
27259	10007157
27264	10007157
27271	10003863
27279	10007157
27295	10007794
27323	10003863
27324	10007793
27325	10007159
27326	10007154
27327	10007154
27328	10007154
27329	10007154
27330	10007793
27331	10007806
27369	10007159
27378	10007159
27406	10007794
27416	10007795
27417	10007795
27418	10004048
27419	10004048
27420	10004048
27421	10004048
27422	10007159
27423	10003614
27424	10007806
27425	10007793
27426	10007793
27427	10006842
27428	10005500
27447	10005500
27453	10007159
27454	10007793
27455	10007793
27456	10007149
27457	10007764
27458	10000291
27459	10007793
27460	10007793
27478	10007149
27494	10007794
27578	10007793
27579	10007793
27580	10007794
27630	10007767
27639	10007767
27640	10003957
27641	10003957
27715	10007855
27731	10007855
27746	10007855
27754	10007764
27755	10007764
27756	10007857
27757	10000291
27759	10007793
27760	10007793
27761	10007793
27762	10007793
27763	10007793
27932	10007148
28015	10007154
28016	10007154
28017	10007154
28019	10007154
28020	10007154
28021	10007154
28022	10007154
28023	10007154
28024	10007154
28025	10007857
28031	10007798
28032	10007798
28033	10007798
28034	10007798
28035	10007798
28036	10007798
28037	10007798
28038	10007798
28039	10007798
28040	10007798
28042	10007798
28043	10007798
28044	10007798
28045	10007798
28046	10007798
28047	10007798
28048	10007798
28049	10007798
28050	10007798
28051	10007798
28052	10007798
28053	10007798
28054	10007798
28055	10007798
28056	10007798
28057	10007798
28058	10007798
28059	10007798
28060	10007798
28061	10007798
28063	10007798
28064	10007798
28065	10007798
28066	10007798
28067	10007798
28068	10007798
28069	10007798
28070	10007798
28071	10007798
28072	10007798
28073	10007798
28074	10007798
28075	10007798
28076	10007798
28077	10007798
28078	10007798
28079	10007798
28080	10007798
28081	10007798
28082	10007798
28083	10007798
28084	10007798
28085	10007798
28086	10007798
28087	10007798
28089	10007798
28090	10007798
28091	10007798
28092	10007798
28093	10007798
28094	10007798
28095	10007798
28096	10007798
28097	10007798
28098	10007798
28099	10007798
28100	10007798
28101	10007798
28102	10007798
28103	10007798
28104	10007798
28105	10007798
28106	10007798
28107	10007798
28108	10007798
28109	10007798
28110	10007798
28111	10007798
28112	10007798
28113	10007798
28114	10007798
28115	10007798
28116	10007798
28117	10007798
28118	10007798
28119	10007798
28120	10007798
28121	10007798
28122	10007798
28123	10007798
28124	10007798
28125	10007798
28126	10007798
28127	10007798
28128	10007798
28129	10007798
28130	10007798
28131	10007798
28132	10007798
28133	10007798
28134	10007798
28135	10007798
28136	10007798
28137	10007798
28138	10007798
28139	10007798
28140	10007798
28141	10007798
28142	10007798
28143	10007798
28144	10007798
28145	10007798
28146	10007798
28147	10007798
28148	10007798
28149	10007798
28150	10007798
28151	10007798
28152	10007798
28153	10007798
28154	10007798
28155	10007798
28156	10007798
28157	10007798
28158	10007798
28159	10007798
28160	10007798
28161	10007798
28162	10007798
28163	10007798
28164	10007798
28165	10007798
28166	10007798
28167	10007798
28168	10007798
28169	10007798
28170	10007798
28171	10007798
28172	10007798
28173	10007798
28174	10007798
28175	10007798
28176	10007798
28177	10007798
28178	10007798
28179	10007798
28180	10007798
28181	10007798
28183	10007798
28184	10007798
28185	10007798
28186	10007798
28187	10007798
28188	10007798
28189	10007798
28190	10007798
28191	10007798
28192	10007798
28193	10007798
28194	10007798
28195	10007798
28196	10007798
28197	10007798
28198	10007798
28199	10007798
28200	10007798
28201	10007798
28202	10007798
28207	10007154
28208	10007154
28210	10007765
28211	10007765
28218	10003957
28222	10001726
28223	10001726
28224	10007154
28225	10007154
28226	10007154
28227	10007154
28228	10007154
28229	10003614
28230	10007794
28285	10007788
28286	10007848
28287	10007848
28288	10007154
28289	10007154
28290	10007154
28291	10007154
28292	10007154
28293	10007799
28475	10007806
28476	10007806
28487	10007806
28488	10007154
28489	10007154
28490	10007154
28491	10007154
28492	10007784
28493	10007794
28494	10007154
28495	10007154
28496	10007154
28497	10007154
28498	10007154
28499	10007154
28500	10007154
28501	10007154
28502	10007154
28503	10007154
28504	10007794
28505	10007798
28506	10007798
28507	10007798
28508	10007798
28509	10007798
28510	10007798
28511	10007798
28512	10007798
28513	10007798
28514	10007798
28515	10007798
28516	10007798
28518	10007793
28519	10007793
28634	10003957
28666	10003957
28667	10007154
28668	10007154
28669	10007154
28670	10007154
28671	10007154
28672	10003861
28673	10004180
28678	10007784
28721	10007154
28722	10007154
28723	10007154
28724	10007154
28725	10007154
28726	10007154
28727	10007154
28728	10007154
28729	10007154
28730	10007154
28731	10007154
28732	10007154
28743	10003861
28751	10003958
28751	10006842
28752	10007788
28823	10007811
28838	10007767
28860	10003958
28860	10006842
28861	10007154
28862	10007154
28863	10003958
28863	10006842
28869	10003957
28870	10007806
28871	10007806
28873	10007139
28874	10003958
28874	10006842
28879	10004180
28880	10007806
28881	10007806
28882	10007794
28883	10007154
28884	10007154
28885	10007154
28886	10007154
28887	10007154
28888	10007767
28889	10007806
28890	10007154
28891	10007154
28892	10006841
28901	10003957
28902	10007154
28903	10007154
28904	10003957
28912	10003957
28920	10007806
28921	10007154
28922	10007154
28923	10007154
28939	10007149
28949	10007149
28962	10004078
28977	10007149
28995	10007806
29077	10007784
29098	10007784
29109	10007784
29286	10007842
29287	10007842
29288	10004180
29289	10007767
29290	10007148
29291	10007148
29292	10007760
29292	10007784
29293	10007855
29294	10007855
29295	10007855
29296	10007855
29297	10007855
29298	10007855
29299	10007855
29300	10007855
29356	10007855
29357	10007855
29358	10007855
29359	10007857
29360	10003957
29361	10007794
29362	10007794
29363	10007794
29547	10007784
29569	10007765
29571	10007760
29571	10007784
29572	10007784
29573	10007784
29680	10007788
29681	10006842
29691	10007788
29694	10007788
29785	10007788
29786	10007799
29787	10007788
29788	10007161
29792	10007788
29827	10007161
29848	10007161
29873	10007806
29874	10007806
29875	10007806
29887	10007832
29888	10007832
29889	10007140
29890	10007784
29891	10007154
29892	10007154
29893	10007154
29894	10007784
29895	10007784
29896	10007760
29896	10007784
29897	10007784
29898	10007784
29899	10007788
29901	10003957
29926	10007784
29942	10007794
29983	10007784
29984	10007760
29984	10007784
29985	10007788
29986	10007788
29987	10007760
29987	10007784
29988	10007784
30000	10007788
30001	10007784
30002	10007784
30003	10007784
30005	10007784
30006	10003957
30007	10007784
30008	10007788
30009	10007161
30010	10007788
30011	10007794
30012	10007788
30013	10003957
30014	10007161
30015	10003956
30036	10007154
30037	10007154
30038	10007154
30039	10007154
30074	10007148
30136	10006841
30137	10006841
30138	10007788
30140	10003957
30149	10007788
30191	10007161
30192	10007161
30193	10005553
30194	10005553
30195	10005553
30196	10005553
30197	10005553
30198	10005553
30199	10005553
30200	10005553
30201	10007806
30202	10005553
30203	10005553
30204	10005553
30205	10005553
30206	10005553
30207	10005553
30208	10005553
30209	10005553
30210	10005553
30211	10005553
30212	10005553
30213	10005553
30214	10005553
30215	10005553
30216	10005553
30217	10005553
30218	10005553
30219	10005553
30220	10005553
30221	10005553
30222	10005553
30223	10005553
30224	10005553
30225	10005553
30226	10005553
30227	10005553
30228	10005553
30229	10005553
30230	10005553
30231	10005553
30232	10005553
30233	10007788
30234	10005553
30235	10005553
30236	10005553
30237	10005553
30238	10005553
30239	10005553
30240	10005553
30241	10005553
30242	10005553
30243	10005553
30244	10005553
30245	10005553
30246	10003958
30246	10006842
30247	10003957
30248	10007799
30249	10007799
30250	10007799
30251	10007799
30268	10007794
30337	10007788
30365	10007796
30378	10007788
30401	10007788
30412	10007802
30499	10004180
30501	10007796
30502	10004180
30503	10004180
30505	10003957
30506	10003957
30507	10007784
30508	10007148
30509	10007148
30510	10007148
30511	10007784
30512	10007148
30513	10007148
30520	10007784
30651	10007784
30652	10007784
30653	10007794
30670	10007794
30944	10007154
30945	10007154
30946	10007154
30947	10007154
30949	10007154
31020	10007769
31022	10007154
31024	10007154
31027	10007154
31030	10007154
31031	10007154
31035	10007154
31036	10007154
31061	10007154
31062	10007154
31063	10007154
31097	10007149
31109	10007784
31110	10007784
31111	10007799
31112	10003863
31134	10003863
31135	10007784
31136	10007148
31137	10007796
31138	10007148
31139	10007148
31276	10007154
31279	10007154
31280	10007154
31282	10003957
31283	10007773
31284	10007161
31285	10007773
31286	10007773
31377	10007857
31378	10003957
31379	10003957
31380	10007784
31381	10007784
31401	10006842
31484	10007767
31620	10003956
31732	10003956
31733	10003956
31734	10007140
31735	10002681
31736	10007151
31737	10002681
31738	10002681
31739	10006842
31740	10002681
31741	10007151
31742	10007796
31743	10002681
31744	10002681
31746	10007154
31747	10007154
31748	10007154
31749	10007154
31750	10007151
31752	10007151
31753	10007161
31754	10007151
31755	10006842
31757	10007774
31758	10007151
31759	10007151
31760	10007151
31761	10007151
31762	10007151
31763	10007151
31795	10007151
31802	10007151
31833	10006842
31857	10007151
31858	10007151
31859	10007151
31860	10006842
31861	10007151
31862	10007151
31863	10007151
31879	10007151
31889	10007151
31905	10007773
31915	10007773
31921	10007773
31942	10007788
31950	10007151
31951	10007151
31953	10007151
31954	10007151
31955	10007151
31956	10007151
31964	10007148
31965	10007148
32040	10007796
32041	10007796
32044	10007148
32045	10007148
32046	10007788
32047	10007148
32048	10007794
32049	10007148
32050	10007796
32051	10007794
32060	10007773
32065	10007773
32070	10007794
32078	10007788
32085	10007773
32090	10007773
32113	10007773
32121	10007773
32127	10007773
32146	10007773
32166	10007794
32172	10007773
32188	10007773
32193	10007773
32203	10007773
32210	10007773
32219	10007773
32220	10007796
32221	10007794
32222	10007773
32223	10007796
32224	10007796
32225	10007796
32226	10007773
32227	10007773
32228	10007773
32229	10007773
32230	10007773
32231	10007773
32232	10007854
32232	10007857
32233	10007794
32234	10007148
32235	10007148
32236	10007148
32237	10007148
32269	10007854
32269	10007857
32320	10007854
32320	10007857
32321	10007794
32322	10007794
32323	10007794
32342	10007794
32380	10007794
32381	10007148
32382	10007148
32383	10007148
32384	10007148
32385	10007148
32386	10007148
32387	10007148
32388	10007794
32389	10004180
32549	10007166
32550	10007166
32551	10007794
32732	10004078
32733	10007775
32734	10007154
32735	10007154
32736	10007154
32737	10007154
32738	10007154
32739	10007154
32741	10007784
32742	10007140
32744	10007784
32745	10007149
32746	10007149
32747	10007149
32748	10007788
32749	10007788
32750	10007788
32788	10007788
32833	10007788
32834	10007788
32835	10004797
32836	10007149
32837	10007149
32838	10007149
32839	10007149
32841	10003957
32898	10006842
32981	10007154
32982	10007154
32983	10007154
32984	10007154
32985	10007154
32986	10007154
32987	10007777
32988	10007796
32989	10007777
32990	10007777
32992	10007798
32994	10004797
33104	10007848
33105	10007848
33106	10007794
33203	10007806
33211	10007806
33267	10007761
33268	10007784
33269	10007784
33271	10006842
33272	10006842
33273	10006842
33336	10007761
33367	10004063
33443	10004063
33444	10007848
33445	10007806
33447	10007806
33449	10005500
33450	10005500
33460	10004063
33489	10007761
33500	10004063
33536	10007761
33608	10004048
33609	10007795
33610	10004048
33611	10007794
33612	10004048
33613	10004048
33672	10004063
33673	10004048
33674	10004048
33675	10004063
33676	10004063
33764	10007166
33765	10007166
34166	10007784
34170	10007784
34171	10007784
34172	10007784
34173	10007784
34174	10007784
34175	10007784
34176	10007784
34177	10004180
34180	10007784
34373	10007784
34394	10007148
34476	10007796
34477	10004180
34478	10004180
34479	10004180
34480	10007149
34481	10007784
34482	10004180
34483	10007784
34484	10007784
34485	10007784
34486	10007784
34487	10007784
34488	10007784
34489	10007784
34490	10007784
34491	10007784
34492	10007784
34493	10004180
34494	10007784
34495	10007784
34496	10004180
34497	10007784
34498	10007784
34499	10007784
34500	10007784
34544	10007784
34614	10004180
34615	10004180
34616	10007794
34617	10007794
34618	10007784
34619	10007784
34620	10007784
34682	10007784
34771	10007784
34804	10007784
34805	10007784
34806	10007784
34807	10007784
34808	10007784
34809	10007784
34810	10007784
34811	10007784
34815	10007784
34816	10007784
34869	10007760
34869	10007784
34903	10007760
34903	10007784
34929	10007784
34955	10007760
34955	10007784
34970	10007760
34970	10007784
34971	10007806
34972	10007149
34973	10007149
34974	10007848
34975	10007784
34976	10007848
34998	10007784
35043	10001282
35048	10001282
35087	10004063
35093	10001282
35100	10001282
35108	10001282
35116	10004063
35117	10004063
35118	10001282
35119	10004063
35120	10005500
35121	10001282
35122	10007784
35123	10001282
35124	10001282
35125	10001282
35126	10001282
35127	10001282
35128	10004063
35129	10001282
35144	10001282
35150	10001282
35155	10001282
35156	10001282
35157	10001282
35158	10004063
35159	10001282
35161	10001282
35162	10001282
35163	10004063
35164	10001282
35165	10001282
35166	10001282
35167	10001282
35168	10001282
35170	10001282
35171	10001282
35172	10001282
35173	10001282
35174	10001282
35175	10001282
35176	10001282
35177	10005500
35178	10001282
35179	10007149
35180	10001282
35181	10001282
35182	10001282
35183	10001282
35184	10007149
35185	10007788
35186	10007788
35187	10007794
35188	10007851
35189	10007139
35190	10007796
35191	10007832
35192	10007832
35193	10007832
35194	10007792
35195	10007832
35196	10007832
35197	10007832
35198	10007832
35200	10007792
35201	10007796
35202	10007784
35203	10007796
35205	10007796
35206	10007784
35207	10007796
35208	10007855
35209	10007796
35233	10007855
35234	10007855
35235	10007796
35236	10007855
35237	10004048
35238	10004048
35239	10007803
35240	10007803
35241	10007803
35242	10007803
35243	10007803
35244	10007803
35247	10007803
35248	10007803
35249	10007803
35250	10007803
35251	10007803
35252	10007803
35253	10007851
35254	10007790
35254	10007803
35255	10007790
35255	10007803
35256	10007790
35256	10007803
35257	10007790
35257	10007803
35258	10007790
35258	10007803
35261	10007790
35261	10007803
35262	10007790
35262	10007803
35263	10007790
35263	10007803
35264	10007790
35264	10007803
35265	10007790
35265	10007803
35266	10007790
35266	10007803
35267	10007790
35267	10007803
35268	10007790
35268	10007803
35269	10007790
35269	10007803
35270	10007790
35270	10007803
35271	10007790
35271	10007803
35272	10007790
35272	10007803
35273	10007790
35273	10007803
35275	10007803
35276	10007803
35277	10007803
35278	10007803
35279	10007803
35282	10007803
35283	10007803
35284	10007803
35285	10007803
35287	10007803
35288	10007803
35289	10007803
35290	10007803
35291	10007803
35292	10007803
35293	10007803
35295	10007803
35297	10007803
35298	10007803
35299	10007803
35300	10007803
35301	10007803
35302	10007803
35303	10007803
35304	10007803
35305	10007803
35306	10007803
35307	10007803
35308	10007803
35310	10007803
35311	10007803
35312	10007803
35313	10007803
35314	10007803
35315	10007803
35316	10007803
35317	10007803
35318	10007803
35319	10007803
35320	10007803
35321	10007803
35322	10007803
35383	10004048
35385	10004048
35386	10007796
35387	10007784
35388	10007792
35389	10007792
35390	10007792
35391	10007792
35392	10004113
35393	10007784
35394	10004113
35395	10007784
35396	10007806
35397	10007784
35398	10007161
35399	10007784
35400	10007806
35401	10007784
35403	10007149
35404	10007657
35405	10007784
35407	10007161
35408	10007149
35409	10007149
35547	10007149
35571	10007149
35572	10007802
35573	10003861
35574	10007802
35575	10007773
35576	10007149
35577	10007149
35578	10007773
35579	10007149
35580	10007148
35581	10003861
35582	10007792
35583	10007792
35584	10007792
35586	10004113
35587	10003861
35588	10003861
35589	10007792
35590	10007792
35614	10007792
35615	10004113
35617	10007792
35618	10007792
35619	10007148
35674	10007794
35800	10007852
35801	10007852
35802	10007852
35803	10007852
35804	10007852
35805	10007852
35806	10007852
35808	10007852
35809	10007852
35810	10007852
35811	10007852
35812	10007852
35816	10007852
35817	10007852
35818	10007852
35819	10007852
35820	10007852
35821	10007852
35822	10007852
